Date,HDFCBANK.NS,JINDALSTEL.NS,JUBLFOOD.NS,SUNPHARMA.NS,TCS.NS
2019-04-09,537.0661010742188,181.2879180908203,280.9230041503906,437.4994201660156,1742.7967529296875
2019-04-10,525.34912109375,180.4004669189453,277.01239013671875,438.4284362792969,1700.0909423828125
2019-04-11,530.08056640625,174.43475341796875,270.2622375488281,432.4830017089844,1682.8006591796875
2019-04-12,531.900390625,178.87205505371094,267.5503845214844,432.0184631347656,1678.63427734375
2019-04-15,537.4301147460938,183.8516845703125,269.2992858886719,426.0730895996094,1760.9619140625
2019-04-16,541.245849609375,186.71127319335938,271.4118347167969,429.69610595703125,1776.3775634765625
2019-04-18,538.56884765625,180.74559020996094,264.33746337890625,430.2999572753906,1791.584716796875
2019-04-22,532.7103881835938,173.89244079589844,261.56658935546875,422.2178649902344,1801.0841064453125
2019-04-23,527.2158813476562,172.56124877929688,258.6287536621094,435.2698669433594,1795.7510986328125
2019-04-24,535.3050537109375,169.80026245117188,258.8056640625,436.01312255859375,1819.4161376953125
2019-04-25,531.4776611328125,164.86996459960938,260.94757080078125,428.2561950683594,1829.04052734375
